"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12367","[@login_01] Login successfully with valid credentials @login","Chromium","2026-05-09","failed","2026-05-09","Login","authentication.spec.ts","",""
